Model,TPR,FPR
Logistic Regression,0.0066666666666666671,0.0
Logistic Regression,0.013333333333333334,0.0
Logistic Regression,0.02,0.0
Logistic Regression,0.02,0.0086206896551724137
Logistic Regression,0.026666666666666668,0.0086206896551724137
Logistic Regression,0.033333333333333333,0.0086206896551724137
Logistic Regression,0.040000000000000001,0.0086206896551724137
Logistic Regression,0.046666666666666669,0.0086206896551724137
Logistic Regression,0.053333333333333337,0.0086206896551724137
Logistic Regression,0.059999999999999998,0.0086206896551724137
Logistic Regression,0.066666666666666666,0.0086206896551724137
Logistic Regression,0.073333333333333334,0.0086206896551724137
Logistic Regression,0.073333333333333334,0.017241379310344827
Logistic Regression,0.080000000000000002,0.017241379310344827
Logistic Regression,0.08666666666666667,0.017241379310344827
Logistic Regression,0.093333333333333338,0.017241379310344827
Logistic Regression,0.10000000000000001,0.017241379310344827
Logistic Regression,0.10666666666666667,0.017241379310344827
Logistic Regression,0.11333333333333333,0.017241379310344827
Logistic Regression,0.12,0.017241379310344827
Logistic Regression,0.12666666666666668,0.017241379310344827
Logistic Regression,0.13333333333333333,0.017241379310344827
Logistic Regression,0.14000000000000001,0.017241379310344827
Logistic Regression,0.14666666666666667,0.017241379310344827
Logistic Regression,0.15333333333333332,0.017241379310344827
Logistic Regression,0.16,0.017241379310344827
Logistic Regression,0.16666666666666666,0.017241379310344827
Logistic Regression,0.17333333333333334,0.017241379310344827
Logistic Regression,0.17333333333333334,0.025862068965517241
Logistic Regression,0.17999999999999999,0.025862068965517241
Logistic Regression,0.18666666666666668,0.025862068965517241
Logistic Regression,0.18666666666666668,0.034482758620689655
Logistic Regression,0.19333333333333333,0.034482758620689655
Logistic Regression,0.20000000000000001,0.034482758620689655
Logistic Regression,0.20666666666666667,0.034482758620689655
Logistic Regression,0.21333333333333335,0.034482758620689655
Logistic Regression,0.22,0.034482758620689655
Logistic Regression,0.22666666666666666,0.034482758620689655
Logistic Regression,0.23333333333333334,0.034482758620689655
Logistic Regression,0.23999999999999999,0.034482758620689655
Logistic Regression,0.24666666666666667,0.034482758620689655
Logistic Regression,0.25333333333333335,0.034482758620689655
Logistic Regression,0.26000000000000001,0.034482758620689655
Logistic Regression,0.26666666666666666,0.034482758620689655
Logistic Regression,0.27333333333333332,0.034482758620689655
Logistic Regression,0.28000000000000003,0.034482758620689655
Logistic Regression,0.28666666666666668,0.034482758620689655
Logistic Regression,0.28666666666666668,0.043103448275862072
Logistic Regression,0.29333333333333333,0.043103448275862072
Logistic Regression,0.29999999999999999,0.043103448275862072
Logistic Regression,0.30666666666666664,0.043103448275862072
Logistic Regression,0.31333333333333335,0.043103448275862072
Logistic Regression,0.32000000000000001,0.043103448275862072
Logistic Regression,0.32000000000000001,0.051724137931034482
Logistic Regression,0.32666666666666666,0.051724137931034482
Logistic Regression,0.33333333333333331,0.051724137931034482
Logistic Regression,0.34000000000000002,0.051724137931034482
Logistic Regression,0.34666666666666668,0.051724137931034482
Logistic Regression,0.35333333333333333,0.051724137931034482
Logistic Regression,0.35999999999999999,0.051724137931034482
Logistic Regression,0.36666666666666664,0.051724137931034482
Logistic Regression,0.37333333333333335,0.051724137931034482
Logistic Regression,0.38,0.051724137931034482
Logistic Regression,0.38666666666666666,0.051724137931034482
Logistic Regression,0.39333333333333331,0.051724137931034482
Logistic Regression,0.40000000000000002,0.051724137931034482
Logistic Regression,0.40666666666666668,0.051724137931034482
Logistic Regression,0.41333333333333333,0.051724137931034482
Logistic Regression,0.41999999999999998,0.051724137931034482
Logistic Regression,0.42666666666666669,0.051724137931034482
Logistic Regression,0.43333333333333335,0.051724137931034482
Logistic Regression,0.44,0.051724137931034482
Logistic Regression,0.44666666666666666,0.051724137931034482
Logistic Regression,0.44666666666666666,0.060344827586206899
Logistic Regression,0.45333333333333331,0.060344827586206899
Logistic Regression,0.46000000000000002,0.060344827586206899
Logistic Regression,0.46666666666666667,0.060344827586206899
Logistic Regression,0.47333333333333333,0.060344827586206899
Logistic Regression,0.47999999999999998,0.060344827586206899
Logistic Regression,0.48666666666666669,0.060344827586206899
Logistic Regression,0.49333333333333335,0.060344827586206899
Logistic Regression,0.5,0.060344827586206899
Logistic Regression,0.50666666666666671,0.060344827586206899
Logistic Regression,0.51333333333333331,0.060344827586206899
Logistic Regression,0.52000000000000002,0.060344827586206899
Logistic Regression,0.52666666666666662,0.060344827586206899
Logistic Regression,0.53333333333333333,0.060344827586206899
Logistic Regression,0.54000000000000004,0.060344827586206899
Logistic Regression,0.54666666666666663,0.060344827586206899
Logistic Regression,0.55333333333333334,0.060344827586206899
Logistic Regression,0.56000000000000005,0.060344827586206899
Logistic Regression,0.56666666666666665,0.060344827586206899
Logistic Regression,0.56666666666666665,0.068965517241379309
Logistic Regression,0.57333333333333336,0.068965517241379309
Logistic Regression,0.57999999999999996,0.068965517241379309
Logistic Regression,0.57999999999999996,0.077586206896551727
Logistic Regression,0.57999999999999996,0.086206896551724144
Logistic Regression,0.57999999999999996,0.094827586206896547
Logistic Regression,0.58666666666666667,0.094827586206896547
Logistic Regression,0.59333333333333338,0.094827586206896547
Logistic Regression,0.59999999999999998,0.094827586206896547
Logistic Regression,0.60666666666666669,0.094827586206896547
Logistic Regression,0.61333333333333329,0.094827586206896547
Logistic Regression,0.62,0.094827586206896547
Logistic Regression,0.62666666666666671,0.094827586206896547
Logistic Regression,0.6333333333333333,0.094827586206896547
Logistic Regression,0.64000000000000001,0.094827586206896547
Logistic Regression,0.64666666666666661,0.094827586206896547
Logistic Regression,0.65333333333333332,0.094827586206896547
Logistic Regression,0.65333333333333332,0.10344827586206896
Logistic Regression,0.66000000000000003,0.10344827586206896
Logistic Regression,0.66666666666666663,0.10344827586206896
Logistic Regression,0.66666666666666663,0.11206896551724138
Logistic Regression,0.67333333333333334,0.11206896551724138
Logistic Regression,0.68000000000000005,0.11206896551724138
Logistic Regression,0.68000000000000005,0.1206896551724138
Logistic Regression,0.68666666666666665,0.1206896551724138
Logistic Regression,0.68666666666666665,0.12931034482758622
Logistic Regression,0.69333333333333336,0.12931034482758622
Logistic Regression,0.69333333333333336,0.13793103448275862
Logistic Regression,0.69999999999999996,0.13793103448275862
Logistic Regression,0.70666666666666667,0.13793103448275862
Logistic Regression,0.71333333333333337,0.13793103448275862
Logistic Regression,0.71999999999999997,0.13793103448275862
Logistic Regression,0.72666666666666668,0.13793103448275862
Logistic Regression,0.73333333333333328,0.13793103448275862
Logistic Regression,0.73333333333333328,0.14655172413793102
Logistic Regression,0.73999999999999999,0.14655172413793102
Logistic Regression,0.73999999999999999,0.15517241379310345
Logistic Regression,0.73999999999999999,0.16379310344827586
Logistic Regression,0.7466666666666667,0.16379310344827586
Logistic Regression,0.7533333333333333,0.16379310344827586
Logistic Regression,0.7533333333333333,0.17241379310344829
Logistic Regression,0.76000000000000001,0.17241379310344829
Logistic Regression,0.76666666666666672,0.17241379310344829
Logistic Regression,0.76666666666666672,0.18103448275862069
Logistic Regression,0.77333333333333332,0.18103448275862069
Logistic Regression,0.78000000000000003,0.18103448275862069
Logistic Regression,0.78666666666666663,0.18103448275862069
Logistic Regression,0.78666666666666663,0.18965517241379309
Logistic Regression,0.78666666666666663,0.19827586206896552
Logistic Regression,0.79333333333333333,0.19827586206896552
Logistic Regression,0.80000000000000004,0.19827586206896552
Logistic Regression,0.80666666666666664,0.19827586206896552
Logistic Regression,0.81333333333333335,0.19827586206896552
Logistic Regression,0.81999999999999995,0.19827586206896552
Logistic Regression,0.82666666666666666,0.19827586206896552
Logistic Regression,0.83333333333333337,0.19827586206896552
Logistic Regression,0.83999999999999997,0.19827586206896552
Logistic Regression,0.84666666666666668,0.19827586206896552
Logistic Regression,0.84666666666666668,0.20689655172413793
Logistic Regression,0.85333333333333339,0.20689655172413793
Logistic Regression,0.85999999999999999,0.20689655172413793
Logistic Regression,0.8666666666666667,0.20689655172413793
Logistic Regression,0.8666666666666667,0.21551724137931033
Logistic Regression,0.8666666666666667,0.22413793103448276
Logistic Regression,0.8666666666666667,0.23275862068965517
Logistic Regression,0.87333333333333329,0.23275862068965517
Logistic Regression,0.88,0.23275862068965517
Logistic Regression,0.88,0.2413793103448276
Logistic Regression,0.88666666666666671,0.2413793103448276
Logistic Regression,0.88666666666666671,0.25
Logistic Regression,0.88666666666666671,0.25862068965517243
Logistic Regression,0.88666666666666671,0.26724137931034481
Logistic Regression,0.88666666666666671,0.27586206896551724
Logistic Regression,0.89333333333333331,0.27586206896551724
Logistic Regression,0.89333333333333331,0.28448275862068967
Logistic Regression,0.89333333333333331,0.29310344827586204
Logistic Regression,0.90000000000000002,0.29310344827586204
Logistic Regression,0.90000000000000002,0.30172413793103448
Logistic Regression,0.90000000000000002,0.31034482758620691
Logistic Regression,0.90000000000000002,0.31896551724137934
Logistic Regression,0.90000000000000002,0.32758620689655171
Logistic Regression,0.90000000000000002,0.33620689655172414
Logistic Regression,0.90666666666666662,0.33620689655172414
Logistic Regression,0.91333333333333333,0.33620689655172414
Logistic Regression,0.91333333333333333,0.34482758620689657
Logistic Regression,0.91333333333333333,0.35344827586206895
Logistic Regression,0.91333333333333333,0.36206896551724138
Logistic Regression,0.91333333333333333,0.37068965517241381
Logistic Regression,0.91333333333333333,0.37931034482758619
Logistic Regression,0.92000000000000004,0.37931034482758619
Logistic Regression,0.92666666666666664,0.37931034482758619
Logistic Regression,0.92666666666666664,0.38793103448275862
Logistic Regression,0.93333333333333335,0.38793103448275862
Logistic Regression,0.93333333333333335,0.39655172413793105
Logistic Regression,0.93333333333333335,0.40517241379310343
Logistic Regression,0.93333333333333335,0.41379310344827586
Logistic Regression,0.93333333333333335,0.42241379310344829
Logistic Regression,0.93999999999999995,0.42241379310344829
Logistic Regression,0.94666666666666666,0.42241379310344829
Logistic Regression,0.95333333333333337,0.42241379310344829
Logistic Regression,0.95333333333333337,0.43103448275862066
Logistic Regression,0.95999999999999996,0.43103448275862066
Logistic Regression,0.95999999999999996,0.43965517241379309
Logistic Regression,0.95999999999999996,0.44827586206896552
Logistic Regression,0.95999999999999996,0.45689655172413796
Logistic Regression,0.95999999999999996,0.46551724137931033
Logistic Regression,0.95999999999999996,0.47413793103448276
Logistic Regression,0.96666666666666667,0.47413793103448276
Logistic Regression,0.96666666666666667,0.48275862068965519
Logistic Regression,0.97333333333333338,0.48275862068965519
Logistic Regression,0.97333333333333338,0.49137931034482757
Logistic Regression,0.97333333333333338,0.5
Logistic Regression,0.97333333333333338,0.50862068965517238
Logistic Regression,0.97333333333333338,0.51724137931034486
Logistic Regression,0.97333333333333338,0.52586206896551724
Logistic Regression,0.97333333333333338,0.53448275862068961
Logistic Regression,0.97333333333333338,0.5431034482758621
Logistic Regression,0.97333333333333338,0.55172413793103448
Logistic Regression,0.97333333333333338,0.56034482758620685
Logistic Regression,0.97333333333333338,0.56896551724137934
Logistic Regression,0.97333333333333338,0.57758620689655171
Logistic Regression,0.97333333333333338,0.58620689655172409
Logistic Regression,0.97333333333333338,0.59482758620689657
Logistic Regression,0.97999999999999998,0.59482758620689657
Logistic Regression,0.98666666666666669,0.59482758620689657
Logistic Regression,0.98666666666666669,0.60344827586206895
Logistic Regression,0.98666666666666669,0.61206896551724133
Logistic Regression,0.98666666666666669,0.62068965517241381
Logistic Regression,0.98666666666666669,0.62931034482758619
Logistic Regression,0.98666666666666669,0.63793103448275867
Logistic Regression,0.98666666666666669,0.64655172413793105
Logistic Regression,0.98666666666666669,0.65517241379310343
Logistic Regression,0.98666666666666669,0.66379310344827591
Logistic Regression,0.98666666666666669,0.67241379310344829
Logistic Regression,0.98666666666666669,0.68103448275862066
Logistic Regression,0.98666666666666669,0.68965517241379315
Logistic Regression,0.98666666666666669,0.69827586206896552
Logistic Regression,0.98666666666666669,0.7068965517241379
Logistic Regression,0.98666666666666669,0.71551724137931039
Logistic Regression,0.98666666666666669,0.72413793103448276
Logistic Regression,0.98666666666666669,0.73275862068965514
Logistic Regression,0.98666666666666669,0.74137931034482762
Logistic Regression,0.98666666666666669,0.75
Logistic Regression,0.98666666666666669,0.75862068965517238
Logistic Regression,0.98666666666666669,0.76724137931034486
Logistic Regression,0.98666666666666669,0.77586206896551724
Logistic Regression,0.98666666666666669,0.78448275862068961
Logistic Regression,0.99333333333333329,0.78448275862068961
Logistic Regression,0.99333333333333329,0.7931034482758621
Logistic Regression,0.99333333333333329,0.80172413793103448
Logistic Regression,0.99333333333333329,0.81034482758620685
Logistic Regression,0.99333333333333329,0.81896551724137934
Logistic Regression,0.99333333333333329,0.82758620689655171
Logistic Regression,0.99333333333333329,0.83620689655172409
Logistic Regression,0.99333333333333329,0.84482758620689657
Logistic Regression,0.99333333333333329,0.85344827586206895
Logistic Regression,0.99333333333333329,0.86206896551724133
Logistic Regression,0.99333333333333329,0.87068965517241381
Logistic Regression,0.99333333333333329,0.87931034482758619
Logistic Regression,0.99333333333333329,0.88793103448275867
Logistic Regression,0.99333333333333329,0.89655172413793105
Logistic Regression,0.99333333333333329,0.90517241379310343
Logistic Regression,0.99333333333333329,0.91379310344827591
Logistic Regression,0.99333333333333329,0.92241379310344829
Logistic Regression,0.99333333333333329,0.93103448275862066
Logistic Regression,0.99333333333333329,0.93965517241379315
Logistic Regression,0.99333333333333329,0.94827586206896552
Logistic Regression,0.99333333333333329,0.9568965517241379
Logistic Regression,0.99333333333333329,0.96551724137931039
Logistic Regression,0.99333333333333329,0.97413793103448276
Logistic Regression,0.99333333333333329,0.98275862068965514
Logistic Regression,0.99333333333333329,0.99137931034482762
Logistic Regression,1.0,0.99137931034482762
Logistic Regression,1.0,1.0
kNN,0.0,0.0
kNN,0.34000000000000002,0.025862068965517241
kNN,0.52666666666666662,0.086206896551724144
kNN,0.65333333333333332,0.094827586206896547
kNN,0.73333333333333328,0.13793103448275862
kNN,0.80666666666666664,0.18965517241379309
kNN,0.88666666666666671,0.25
kNN,0.90666666666666662,0.38793103448275862
kNN,0.94666666666666666,0.55172413793103448
kNN,0.97333333333333338,0.7068965517241379
kNN,1.0,1.0
Gaussian Naive Bayes,0.013333333333333334,0.0
Gaussian Naive Bayes,0.02,0.0
Gaussian Naive Bayes,0.026666666666666668,0.0
Gaussian Naive Bayes,0.033333333333333333,0.0
Gaussian Naive Bayes,0.040000000000000001,0.0
Gaussian Naive Bayes,0.046666666666666669,0.0
Gaussian Naive Bayes,0.053333333333333337,0.0
Gaussian Naive Bayes,0.059999999999999998,0.0
Gaussian Naive Bayes,0.066666666666666666,0.0
Gaussian Naive Bayes,0.073333333333333334,0.0
Gaussian Naive Bayes,0.080000000000000002,0.0
Gaussian Naive Bayes,0.08666666666666667,0.0
Gaussian Naive Bayes,0.093333333333333338,0.0
Gaussian Naive Bayes,0.093333333333333338,0.0086206896551724137
Gaussian Naive Bayes,0.10000000000000001,0.0086206896551724137
Gaussian Naive Bayes,0.10666666666666667,0.0086206896551724137
Gaussian Naive Bayes,0.10666666666666667,0.017241379310344827
Gaussian Naive Bayes,0.11333333333333333,0.017241379310344827
Gaussian Naive Bayes,0.12,0.017241379310344827
Gaussian Naive Bayes,0.12,0.025862068965517241
Gaussian Naive Bayes,0.12666666666666668,0.025862068965517241
Gaussian Naive Bayes,0.13333333333333333,0.025862068965517241
Gaussian Naive Bayes,0.14000000000000001,0.025862068965517241
Gaussian Naive Bayes,0.14666666666666667,0.025862068965517241
Gaussian Naive Bayes,0.15333333333333332,0.025862068965517241
Gaussian Naive Bayes,0.16,0.025862068965517241
Gaussian Naive Bayes,0.16,0.034482758620689655
Gaussian Naive Bayes,0.16666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.17333333333333334,0.034482758620689655
Gaussian Naive Bayes,0.17999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.18666666666666668,0.034482758620689655
Gaussian Naive Bayes,0.19333333333333333,0.034482758620689655
Gaussian Naive Bayes,0.20000000000000001,0.034482758620689655
Gaussian Naive Bayes,0.20666666666666667,0.034482758620689655
Gaussian Naive Bayes,0.21333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.22,0.034482758620689655
Gaussian Naive Bayes,0.22666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.23333333333333334,0.034482758620689655
Gaussian Naive Bayes,0.23999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.24666666666666667,0.034482758620689655
Gaussian Naive Bayes,0.25333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.26000000000000001,0.034482758620689655
Gaussian Naive Bayes,0.26666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.27333333333333332,0.034482758620689655
Gaussian Naive Bayes,0.28000000000000003,0.034482758620689655
Gaussian Naive Bayes,0.28666666666666668,0.034482758620689655
Gaussian Naive Bayes,0.29333333333333333,0.034482758620689655
Gaussian Naive Bayes,0.29999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.30666666666666664,0.034482758620689655
Gaussian Naive Bayes,0.31333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.32000000000000001,0.034482758620689655
Gaussian Naive Bayes,0.32666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.33333333333333331,0.034482758620689655
Gaussian Naive Bayes,0.34000000000000002,0.034482758620689655
Gaussian Naive Bayes,0.34666666666666668,0.034482758620689655
Gaussian Naive Bayes,0.35333333333333333,0.034482758620689655
Gaussian Naive Bayes,0.35999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.36666666666666664,0.034482758620689655
Gaussian Naive Bayes,0.37333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.38,0.034482758620689655
Gaussian Naive Bayes,0.38,0.043103448275862072
Gaussian Naive Bayes,0.38666666666666666,0.043103448275862072
Gaussian Naive Bayes,0.39333333333333331,0.043103448275862072
Gaussian Naive Bayes,0.40000000000000002,0.043103448275862072
Gaussian Naive Bayes,0.40666666666666668,0.043103448275862072
Gaussian Naive Bayes,0.41333333333333333,0.043103448275862072
Gaussian Naive Bayes,0.41999999999999998,0.043103448275862072
Gaussian Naive Bayes,0.42666666666666669,0.043103448275862072
Gaussian Naive Bayes,0.43333333333333335,0.043103448275862072
Gaussian Naive Bayes,0.44,0.043103448275862072
Gaussian Naive Bayes,0.44666666666666666,0.043103448275862072
Gaussian Naive Bayes,0.45333333333333331,0.043103448275862072
Gaussian Naive Bayes,0.46000000000000002,0.043103448275862072
Gaussian Naive Bayes,0.46000000000000002,0.051724137931034482
Gaussian Naive Bayes,0.46666666666666667,0.051724137931034482
Gaussian Naive Bayes,0.47333333333333333,0.051724137931034482
Gaussian Naive Bayes,0.47999999999999998,0.051724137931034482
Gaussian Naive Bayes,0.48666666666666669,0.051724137931034482
Gaussian Naive Bayes,0.49333333333333335,0.051724137931034482
Gaussian Naive Bayes,0.49333333333333335,0.060344827586206899
Gaussian Naive Bayes,0.5,0.060344827586206899
Gaussian Naive Bayes,0.50666666666666671,0.060344827586206899
Gaussian Naive Bayes,0.51333333333333331,0.060344827586206899
Gaussian Naive Bayes,0.52000000000000002,0.060344827586206899
Gaussian Naive Bayes,0.52666666666666662,0.060344827586206899
Gaussian Naive Bayes,0.53333333333333333,0.060344827586206899
Gaussian Naive Bayes,0.54000000000000004,0.060344827586206899
Gaussian Naive Bayes,0.54666666666666663,0.060344827586206899
Gaussian Naive Bayes,0.54666666666666663,0.068965517241379309
Gaussian Naive Bayes,0.55333333333333334,0.068965517241379309
Gaussian Naive Bayes,0.56000000000000005,0.068965517241379309
Gaussian Naive Bayes,0.56666666666666665,0.068965517241379309
Gaussian Naive Bayes,0.56666666666666665,0.077586206896551727
Gaussian Naive Bayes,0.57333333333333336,0.077586206896551727
Gaussian Naive Bayes,0.57999999999999996,0.077586206896551727
Gaussian Naive Bayes,0.58666666666666667,0.077586206896551727
Gaussian Naive Bayes,0.59333333333333338,0.077586206896551727
Gaussian Naive Bayes,0.59999999999999998,0.077586206896551727
Gaussian Naive Bayes,0.60666666666666669,0.077586206896551727
Gaussian Naive Bayes,0.61333333333333329,0.077586206896551727
Gaussian Naive Bayes,0.62,0.077586206896551727
Gaussian Naive Bayes,0.62666666666666671,0.077586206896551727
Gaussian Naive Bayes,0.62666666666666671,0.086206896551724144
Gaussian Naive Bayes,0.6333333333333333,0.086206896551724144
Gaussian Naive Bayes,0.64000000000000001,0.086206896551724144
Gaussian Naive Bayes,0.64666666666666661,0.086206896551724144
Gaussian Naive Bayes,0.65333333333333332,0.086206896551724144
Gaussian Naive Bayes,0.66000000000000003,0.086206896551724144
Gaussian Naive Bayes,0.66666666666666663,0.086206896551724144
Gaussian Naive Bayes,0.67333333333333334,0.086206896551724144
Gaussian Naive Bayes,0.67333333333333334,0.094827586206896547
Gaussian Naive Bayes,0.68000000000000005,0.094827586206896547
Gaussian Naive Bayes,0.68000000000000005,0.10344827586206896
Gaussian Naive Bayes,0.68666666666666665,0.10344827586206896
Gaussian Naive Bayes,0.69333333333333336,0.10344827586206896
Gaussian Naive Bayes,0.69999999999999996,0.10344827586206896
Gaussian Naive Bayes,0.70666666666666667,0.10344827586206896
Gaussian Naive Bayes,0.70666666666666667,0.11206896551724138
Gaussian Naive Bayes,0.71333333333333337,0.11206896551724138
Gaussian Naive Bayes,0.71999999999999997,0.11206896551724138
Gaussian Naive Bayes,0.71999999999999997,0.1206896551724138
Gaussian Naive Bayes,0.71999999999999997,0.12931034482758622
Gaussian Naive Bayes,0.72666666666666668,0.12931034482758622
Gaussian Naive Bayes,0.73333333333333328,0.12931034482758622
Gaussian Naive Bayes,0.73999999999999999,0.12931034482758622
Gaussian Naive Bayes,0.7466666666666667,0.12931034482758622
Gaussian Naive Bayes,0.7466666666666667,0.13793103448275862
Gaussian Naive Bayes,0.7533333333333333,0.13793103448275862
Gaussian Naive Bayes,0.76000000000000001,0.13793103448275862
Gaussian Naive Bayes,0.76000000000000001,0.14655172413793102
Gaussian Naive Bayes,0.76000000000000001,0.15517241379310345
Gaussian Naive Bayes,0.76666666666666672,0.15517241379310345
Gaussian Naive Bayes,0.77333333333333332,0.15517241379310345
Gaussian Naive Bayes,0.78000000000000003,0.15517241379310345
Gaussian Naive Bayes,0.78666666666666663,0.15517241379310345
Gaussian Naive Bayes,0.78666666666666663,0.16379310344827586
Gaussian Naive Bayes,0.78666666666666663,0.17241379310344829
